name,fgm,fga,fg_pct,pts,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,min,season,player_id,pos,team,date,game_id,plus_minus,dd2,start
A. Holiday,3,3,1.0,7,1,1,1.0,0,0,0.0,0,6,6,7,2,3,1,0,3,2,34.901666666666664,2019-20,1628988,Guard,IND,20200808,21901282,22,0,True
G. Bitadze,3,4,0.75,7,1,2,0.5,0,0,0.0,1,1,2,0,0,1,1,0,3,2,12.301666666666666,2019-20,1629048,Center,IND,20200808,21901282,0,0,False
T. Horton-Tucker,4,7,0.571,10,2,4,0.5,0,0,0.0,1,0,1,0,1,0,1,0,0,0,16.466666666666665,2019-20,1629659,Guard,LAL,20200808,21901282,9,0,False
C. Paul,4,9,0.444,13,3,4,0.75,2,2,1.0,0,6,6,9,2,3,2,0,2,3,32.653333333333336,2019-20,101108,Guard,OKC,20200809,21901285,26,0,True
D. Gallinari,6,8,0.75,20,3,5,0.6,5,5,1.0,0,2,2,2,0,1,0,0,1,3,21.566666666666663,2019-20,201568,Forward,OKC,20200809,21901285,17,0,True
I. Smith,3,7,0.429,10,0,0,0.0,4,4,1.0,2,1,3,4,1,1,1,0,3,2,21.98333333333333,2019-20,202397,Guard,WAS,20200809,21901285,-9,0,True
M. Muscala,5,11,0.455,14,4,8,0.5,0,0,0.0,1,2,3,1,2,0,0,0,4,0,27.78333333333333,2019-20,203488,Forward,OKC,20200809,21901285,8,0,True
J. Grant,3,8,0.375,6,0,4,0.0,0,2,0.0,0,0,0,5,3,0,0,0,2,1,21.25,2019-20,1626170,Guard,WAS,20200809,21901285,-6,0,False
J. Uthoff,2,3,0.667,4,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,12.0,2019-20,1627784,Forward,WAS,20200809,21901285,-3,0,False
A. Nader,3,6,0.5,6,0,3,0.0,0,1,0.0,0,3,3,1,3,0,0,0,2,0,20.416666666666668,2019-20,1627846,Forward,OKC,20200809,21901285,8,0,False
T. Ferguson,1,6,0.167,3,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,1,1,0,19.25,2019-20,1628390,Guard,OKC,20200809,21901285,8,0,False
T. Bryant,2,8,0.25,9,1,5,0.2,4,4,1.0,2,3,5,0,0,0,2,0,1,3,22.75,2019-20,1628418,Center,WAS,20200809,21901285,-13,0,True
T. Brown Jr.,5,14,0.357,12,2,7,0.286,0,0,0.0,1,7,8,4,2,2,0,1,2,0,29.16,2019-20,1628972,Guard,WAS,20200809,21901285,-24,0,True
H. Diallo,5,7,0.714,13,1,2,0.5,2,4,0.5,3,3,6,2,1,1,0,0,1,4,25.65,2019-20,1628977,Guard,OKC,20200809,21901285,2,0,False
S. Gilgeous-Alexander,6,12,0.5,18,0,2,0.0,6,8,0.75,1,5,6,7,2,1,0,0,2,6,35.946666666666665,2019-20,1628983,Guard,OKC,20200809,21901285,8,0,True
D. Hall,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1.9333333333333331,2019-20,1628985,Guard,OKC,20200809,21901285,-3,0,False
J. Robinson,7,15,0.467,19,4,9,0.444,1,1,1.0,0,2,2,6,3,2,0,0,5,1,29.473333333333333,2019-20,1629010,Guard,WAS,20200809,21901285,0,0,False
M. Wagner,5,8,0.625,12,0,1,0.0,2,3,0.667,0,3,3,0,2,1,0,0,2,4,21.216666666666665,2019-20,1629021,Forward,WAS,20200809,21901285,-7,0,False
R. Hachimura,4,11,0.364,11,0,1,0.0,3,3,1.0,4,4,8,1,1,0,0,0,1,3,25.5,2019-20,1629060,Forward,WAS,20200809,21901285,-9,0,True
I. Bonga,5,12,0.417,14,1,5,0.2,3,3,1.0,3,5,8,2,3,0,0,2,2,3,28.616666666666667,2019-20,1629067,Guard,WAS,20200809,21901285,-11,0,True
D. Burton,1,1,1.0,2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.9333333333333331,2019-20,1629126,Guard,OKC,20200809,21901285,-3,0,False
J. Williams,1,2,0.5,3,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,0,0,1,4.033333333333333,2019-20,1629140,Forward,WAS,20200809,21901285,2,0,False
D. Bazley,8,13,0.615,23,5,8,0.625,2,2,1.0,1,6,7,1,1,1,0,0,2,1,26.433333333333334,2019-20,1629647,Forward,OKC,20200809,21901285,1,0,False
L. Dort,4,11,0.364,9,1,3,0.333,0,0,0.0,2,8,10,1,1,0,1,2,2,1,26.433333333333334,2019-20,1629652,Guard,OKC,20200809,21901285,18,0,True
A. Schofield,1,4,0.25,3,1,4,0.25,0,0,0.0,1,3,4,0,0,0,0,0,0,0,24.016666666666666,2019-20,1629678,Guard,WAS,20200809,21901285,-10,0,False
R. Gay,5,11,0.455,19,2,5,0.4,7,7,1.0,1,4,5,3,2,3,1,1,3,8,28.605,2019-20,200752,Forward,SAS,20200809,21901287,17,0,False
J. Redick,10,16,0.625,31,8,12,0.667,3,4,0.75,0,5,5,3,2,1,0,0,1,8,31.53333333333333,2019-20,200755,Guard,NOP,20200809,21901287,-6,0,False
M. Belinelli,3,11,0.273,14,2,6,0.333,6,6,1.0,0,2,2,2,2,0,0,1,1,3,20.96,2019-20,201158,Guard,SAS,20200809,21901287,-4,0,False
D. DeRozan,10,16,0.625,27,0,0,0.0,7,7,1.0,1,3,4,2,3,1,0,0,3,4,33.083333333333336,2019-20,201942,Guard,SAS,20200809,21901287,6,0,True
J. Holiday,2,12,0.167,7,0,5,0.0,3,3,1.0,0,3,3,7,5,0,1,0,4,4,35.06666666666667,2019-20,201950,Guard,NOP,20200809,21901287,13,0,True
D. Favors,5,8,0.625,10,0,0,0.0,0,0,0.0,5,7,12,1,0,0,1,1,0,0,23.916666666666668,2019-20,202324,Forward,NOP,20200809,21901287,7,1,True
E. Moore,1,3,0.333,2,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,4.433333333333334,2019-20,202734,Guard,NOP,20200809,21901287,1,0,False
B. Ingram,6,14,0.429,17,2,4,0.5,3,4,0.75,1,5,6,5,2,1,0,1,4,6,33.2,2019-20,1627742,Forward,NOP,20200809,21901287,1,0,True
D. Murray,5,14,0.357,18,3,5,0.6,5,6,0.833,0,5,5,2,2,2,1,1,2,4,32.766666666666666,2019-20,1627749,Guard,SAS,20200809,21901287,1,0,True
J. Poeltl,2,4,0.5,4,0,0,0.0,0,0,0.0,5,9,14,1,3,2,0,0,5,1,22.456666666666667,2019-20,1627751,Center,SAS,20200809,21901287,4,0,True
L. Ball,2,10,0.2,5,0,4,0.0,1,1,1.0,2,3,5,10,3,0,2,1,3,1,31.016666666666666,2019-20,1628366,Guard,NOP,20200809,21901287,-5,0,True
D. White,6,11,0.545,16,2,6,0.333,2,2,1.0,0,3,3,3,1,0,1,1,1,2,20.75,2019-20,1628401,Guard,SAS,20200809,21901287,12,0,True
F. Jackson,2,5,0.4,5,1,1,1.0,0,0,0.0,1,0,1,1,2,0,0,0,2,0,9.183333333333334,2019-20,1628402,Guard,NOP,20200809,21901287,-2,0,False
J. Hart,0,1,0.0,0,0,1,0.0,0,2,0.0,2,3,5,1,0,0,0,0,3,1,15.916666666666666,2019-20,1628404,Guard,NOP,20200809,21901287,-24,0,False
L. Walker IV,3,13,0.231,7,1,5,0.2,0,0,0.0,2,4,6,6,1,0,1,0,3,1,29.916666666666668,2019-20,1629022,Guard,SAS,20200809,21901287,16,0,True
D. Eubanks,4,6,0.667,8,0,0,0.0,0,0,0.0,6,5,11,3,1,2,2,1,4,1,23.945,2019-20,1629234,Forward,SAS,20200809,21901287,2,0,False
Z. Williamson,10,20,0.5,25,0,0,0.0,5,6,0.833,5,2,7,1,1,0,0,2,3,4,27.183333333333334,2019-20,1629627,Forward,NOP,20200809,21901287,-21,0,True
J. Hayes,2,2,1.0,6,0,0,0.0,2,2,1.0,0,3,3,0,0,1,0,0,3,1,10.366666666666667,2019-20,1629637,Center,NOP,20200809,21901287,6,0,False
N. Alexander-Walker,1,2,0.5,3,1,2,0.5,0,0,0.0,0,0,0,0,4,1,0,0,1,1,8.033333333333333,2019-20,1629638,Guard,NOP,20200809,21901287,3,0,False
K. Johnson,2,3,0.667,9,1,1,1.0,4,4,1.0,0,1,1,0,2,2,0,0,5,2,25.616666666666667,2019-20,1629640,Forward,SAS,20200809,21901287,-4,0,False
Q. Weatherspoon,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.9,2019-20,1629683,Guard,SAS,20200809,21901287,-5,0,False
N. Melli,1,3,0.333,2,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,1,1,10.15,2019-20,1629740,Forward,NOP,20200809,21901287,-18,0,False
D. Augustin,3,12,0.25,12,2,4,0.5,4,4,1.0,0,1,1,5,4,1,0,2,5,2,32.903333333333336,2019-20,201571,Guard,ORL,20200809,21901288,-6,0,True
G. Hayward,12,18,0.667,31,2,5,0.4,5,6,0.833,2,7,9,5,1,0,1,1,1,5,39.583333333333336,2019-20,202330,Forward,BOS,20200809,21901288,9,0,True
E. Kanter,1,4,0.25,4,0,0,0.0,2,2,1.0,4,4,8,0,1,0,0,0,4,1,8.133333333333333,2019-20,202683,Center,BOS,20200809,21901288,7,0,False
K. Walker,1,9,0.111,4,0,5,0.0,2,3,0.667,1,2,3,6,3,0,0,1,3,2,31.80333333333333,2019-20,202689,Guard,BOS,20200809,21901288,-1,0,True
N. Vucevic,11,27,0.407,26,3,11,0.273,1,2,0.5,2,9,11,1,2,0,0,2,2,2,37.6,2019-20,202696,Center,ORL,20200809,21901288,-5,1,True
B. Wanamaker,3,5,0.6,10,0,1,0.0,4,4,1.0,0,1,1,2,1,1,0,1,1,2,16.133333333333333,2019-20,202954,Guard,BOS,20200809,21901288,1,0,False
T. Ross,6,17,0.353,18,3,12,0.25,3,3,1.0,0,7,7,2,2,1,0,3,1,2,37.03666666666667,2019-20,203082,Guard,ORL,20200809,21901288,-2,0,False
J. Ennis III,4,7,0.571,10,0,2,0.0,2,2,1.0,2,8,10,2,0,0,0,0,2,1,24.23,2019-20,203516,Forward,ORL,20200809,21901288,-2,1,True
K. Birch,0,0,0.0,4,0,0,0.0,4,6,0.667,3,2,5,2,0,0,0,0,2,3,15.4,2019-20,203920,Center,ORL,20200809,21901288,2,0,False
M. Smart,3,10,0.3,8,2,5,0.4,0,0,0.0,0,1,1,9,1,3,0,0,2,2,31.73,2019-20,203935,Guard,BOS,20200809,21901288,-3,0,False
J. Brown,7,19,0.368,19,3,9,0.333,2,3,0.667,1,11,12,1,1,2,1,1,1,8,38.75,2019-20,1627759,Guard,BOS,20200809,21901288,-2,1,True
M. Fultz,7,18,0.389,16,0,4,0.0,2,2,1.0,1,5,6,10,3,2,1,0,2,2,32.583333333333336,2019-20,1628365,Guard,ORL,20200809,21901288,-1,1,False
J. Tatum,10,24,0.417,29,4,12,0.333,5,6,0.833,1,8,9,6,4,1,1,0,2,4,41.53333333333333,2019-20,1628369,Forward,BOS,20200809,21901288,14,0,True
S. Ojeleye,1,4,0.25,3,1,3,0.333,0,0,0.0,0,1,1,0,0,1,0,0,1,0,12.466666666666669,2019-20,1628400,Forward,BOS,20200809,21901288,-6,0,False
W. Iwundu,2,7,0.286,9,1,4,0.25,4,4,1.0,0,2,2,1,1,0,1,0,5,2,25.946666666666665,2019-20,1628411,Forward,ORL,20200809,21901288,-2,0,True
D. Theis,3,4,0.75,6,0,0,0.0,0,0,0.0,2,5,7,2,0,0,3,0,2,1,30.08333333333333,2019-20,1628464,Forward,BOS,20200809,21901288,-4,0,True
M. Frazier Jr.,3,5,0.6,8,2,4,0.5,0,0,0.0,0,1,1,0,0,2,0,0,2,1,19.13,2019-20,1628982,Guard,ORL,20200809,21901288,-4,0,False
R. Williams III,4,5,0.8,8,0,0,0.0,0,0,0.0,2,1,3,1,0,1,1,0,2,0,14.783333333333331,2019-20,1629057,Center,BOS,20200809,21901288,0,0,False
G. Clark,5,8,0.625,15,4,6,0.667,1,1,1.0,3,4,7,0,1,0,2,0,4,2,33.22,2019-20,1629109,Forward,ORL,20200809,21901288,4,0,True
V. Law,0,1,0.0,1,0,0,0.0,1,2,0.5,1,1,2,1,0,1,0,0,0,2,6.95,2019-20,1629724,Forward,ORL,20200809,21901288,1,0,False
C. Anthony,6,13,0.462,20,2,4,0.5,6,6,1.0,0,7,7,0,1,2,1,1,1,3,35.583333333333336,2019-20,2546,Forward,POR,20200809,21901289,14,0,True
A. Horford,6,9,0.667,15,3,4,0.75,0,0,0.0,0,6,6,5,4,0,1,1,5,2,22.366666666666667,2019-20,201143,Center,PHI,20200809,21901289,-7,0,True
A. Burks,8,14,0.571,20,1,4,0.25,3,3,1.0,2,3,5,2,1,0,0,2,0,3,23.45,2019-20,202692,Guard,PHI,20200809,21901289,1,0,False
T. Harris,7,19,0.368,16,2,4,0.5,0,0,0.0,2,5,7,3,0,0,0,1,0,0,32.65,2019-20,202699,Forward,PHI,20200809,21901289,-7,0,True
D. Lillard,16,28,0.571,51,4,12,0.333,15,16,0.938,0,3,3,7,6,2,0,0,1,10,40.2,2019-20,203081,Guard,POR,20200809,21901289,6,0,True
M. Scott,4,7,0.571,9,1,2,0.5,0,0,0.0,2,2,4,2,0,0,0,1,4,0,15.966666666666669,2019-20,203118,Forward,PHI,20200809,21901289,5,0,False
K. O'Quinn,0,2,0.0,0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,5.65,2019-20,203124,Center,PHI,20200809,21901289,3,0,False
C. McCollum,7,17,0.412,16,2,6,0.333,0,0,0.0,0,7,7,4,1,1,0,0,1,1,39.02,2019-20,203468,Guard,POR,20200809,21901289,4,0,True
N. Pelle,0,1,0.0,1,0,0,0.0,1,2,0.5,0,2,2,0,1,1,1,0,3,1,8.083333333333334,2019-20,203658,Center,PHI,20200809,21901289,-2,0,False
G. Robinson III,2,5,0.4,4,0,0,0.0,0,0,0.0,0,3,3,0,1,1,0,0,1,1,17.383333333333333,2019-20,203922,Forward,PHI,20200809,21901289,2,0,False
J. Embiid,1,6,0.167,2,0,0,0.0,0,1,0.0,2,2,4,1,1,0,0,1,1,4,5.7,2019-20,203954,Center,PHI,20200809,21901289,-6,0,True
J. Nurkic,5,9,0.556,15,0,1,0.0,5,5,1.0,1,5,6,3,2,0,3,0,5,7,29.025,2019-20,203994,Center,POR,20200809,21901289,4,0,True
J. Richardson,13,20,0.65,34,6,10,0.6,2,2,1.0,2,3,5,6,3,0,0,0,3,1,38.05,2019-20,1626196,Guard,PHI,20200809,21901289,1,0,True
M. Hezonja,5,10,0.5,12,2,5,0.4,0,0,0.0,1,6,7,2,0,2,0,1,3,0,25.433333333333334,2019-20,1626209,Forward,POR,20200809,21901289,-6,0,False
F. Korkmaz,1,1,1.0,7,1,1,1.0,4,5,0.8,0,1,1,0,1,1,0,0,1,2,12.836666666666666,2019-20,1627788,Guard,PHI,20200809,21901289,-5,0,False
Z. Collins,1,3,0.333,2,0,0,0.0,0,0,0.0,3,3,6,2,0,1,1,1,1,1,22.766666666666666,2019-20,1628380,Forward,POR,20200809,21901289,-1,0,True
S. Milton,4,10,0.4,11,0,3,0.0,3,4,0.75,0,0,0,2,1,0,0,0,0,2,24.55,2019-20,1629003,Guard,PHI,20200809,21901289,-4,0,True
A. Simons,0,1,0.0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.925,2019-20,1629014,Guard,POR,20200809,21901289,-1,0,False
G. Trent Jr.,2,8,0.25,5,1,6,0.167,0,0,0.0,1,2,3,1,0,0,0,0,1,0,33.65,2019-20,1629018,Guard,POR,20200809,21901289,-3,0,False
W. Gabriel,1,2,0.5,3,0,0,0.0,1,2,0.5,1,1,2,0,0,0,1,0,3,1,12.396666666666668,2019-20,1629117,Forward,POR,20200809,21901289,-2,0,False
M. Thybulle,1,3,0.333,2,0,0,0.0,0,0,0.0,4,5,9,3,2,3,1,0,4,0,33.31333333333333,2019-20,1629680,Guard,PHI,20200809,21901289,4,0,False
L. Williams,5,13,0.385,18,2,7,0.286,6,7,0.857,1,2,3,3,2,2,1,1,0,4,23.026666666666667,2019-20,101150,Guard,LAC,20200809,21901291,-1,0,False
G. Temple,6,14,0.429,19,4,11,0.364,3,3,1.0,0,6,6,2,0,1,0,1,3,2,36.78,2019-20,202066,Guard,BKN,20200809,21901291,3,0,True
P. Patterson,3,5,0.6,8,0,1,0.0,2,2,1.0,1,1,2,2,0,0,0,1,0,2,17.583333333333332,2019-20,202335,Forward,LAC,20200809,21901291,-11,0,False
M. Morris Sr.,6,9,0.667,15,2,4,0.5,1,1,1.0,1,3,4,2,1,1,0,0,2,1,30.9,2019-20,202694,Forward,LAC,20200809,21901291,3,0,True
K. Leonard,14,25,0.56,39,4,7,0.571,7,8,0.875,0,2,2,6,2,4,0,0,3,12,36.848333333333336,2019-20,202695,Forward,LAC,20200809,21901291,-4,0,True
R. Jackson,2,9,0.222,5,1,3,0.333,0,0,0.0,1,0,1,3,1,0,0,1,2,0,14.533333333333331,2019-20,202704,Guard,LAC,20200809,21901291,-15,0,True
J. Green,3,8,0.375,8,2,6,0.333,0,0,0.0,1,2,3,1,1,1,0,1,2,1,21.64333333333333,2019-20,203210,Forward,LAC,20200809,21901291,0,0,False
R. McGruder,2,3,0.667,4,0,1,0.0,0,0,0.0,0,4,4,1,1,0,0,0,3,1,15.645,2019-20,203585,Guard,LAC,20200809,21901291,-4,0,False
J. Harris,10,16,0.625,25,5,8,0.625,0,0,0.0,0,2,2,1,3,0,0,0,6,0,26.886666666666667,2019-20,203925,Guard,BKN,20200809,21901291,12,0,True
T. Johnson,6,11,0.545,21,5,9,0.556,4,4,1.0,1,2,3,1,1,0,0,0,2,2,30.15333333333333,2019-20,204020,Guard,BKN,20200809,21901291,-2,0,False
J. Anderson,1,1,1.0,3,1,1,1.0,0,0,0.0,0,4,4,0,0,0,2,0,2,0,7.933333333333334,2019-20,1626147,Forward,BKN,20200809,21901291,7,0,False
C. LeVert,10,17,0.588,27,2,5,0.4,5,8,0.625,1,4,5,13,3,1,0,0,1,7,35.3,2019-20,1627747,Guard,BKN,20200809,21901291,14,1,True
T. Luwawu-Cabarrot,1,3,0.333,3,1,2,0.5,0,0,0.0,0,4,4,2,0,0,0,0,6,0,16.116666666666667,2019-20,1627789,Guard,BKN,20200809,21901291,-9,0,False
I. Zubac,4,8,0.5,8,0,0,0.0,0,0,0.0,5,10,15,2,0,0,1,1,3,1,24.55666666666667,2019-20,1627826,Center,LAC,20200809,21901291,-9,0,True
J. Allen,7,9,0.778,16,0,0,0.0,2,3,0.667,4,12,16,4,2,1,2,1,3,6,37.70333333333333,2019-20,1628386,Center,BKN,20200809,21901291,13,1,True
L. Shamet,0,6,0.0,1,0,4,0.0,1,2,0.5,0,2,2,3,2,0,0,0,1,2,32.093333333333334,2019-20,1629013,Guard,LAC,20200809,21901291,-3,0,True
R. Kurucs,3,6,0.5,7,1,4,0.25,0,0,0.0,2,3,5,4,4,1,0,0,2,1,31.026666666666667,2019-20,1629066,Forward,BKN,20200809,21901291,-1,0,True
C. Chiozza,3,8,0.375,8,1,3,0.333,1,1,1.0,0,1,1,5,3,1,1,0,0,1,18.1,2019-20,1629185,Guard,BKN,20200809,21901291,8,0,False
T. Mann,6,7,0.857,14,2,3,0.667,0,0,0.0,0,3,3,0,0,0,0,0,3,1,23.17,2019-20,1629611,Guard,LAC,20200809,21901291,-1,0,False
C. Paul,3,9,0.333,14,1,5,0.2,7,7,1.0,0,5,5,7,4,2,0,0,3,7,23.80666666666667,2019-20,101108,Guard,OKC,20200810,21901292,-16,0,True
R. Rubio,2,5,0.4,7,0,1,0.0,3,4,0.75,0,5,5,9,4,1,0,0,4,3,20.866666666666667,2019-20,201937,Guard,PHX,20200810,21901292,3,0,True
A. Roberson,3,7,0.429,7,1,3,0.333,0,0,0.0,2,4,6,1,0,0,0,1,0,0,13.083333333333334,2019-20,203460,Guard,OKC,20200810,21901292,-9,0,False
M. Muscala,4,8,0.5,11,3,6,0.5,0,0,0.0,1,3,4,4,1,1,0,1,1,1,23.966666666666665,2019-20,203488,Forward,OKC,20200810,21901292,-10,0,True
D. Saric,7,12,0.583,16,1,3,0.333,1,1,1.0,3,6,9,2,1,1,1,1,3,2,22.916666666666668,2019-20,203967,Forward,PHX,20200810,21901292,9,0,True
F. Kaminsky,0,1,0.0,0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,3.466666666666667,2019-20,1626163,Forward,PHX,20200810,21901292,-7,0,False
D. Booker,9,17,0.529,35,3,7,0.429,14,14,1.0,0,5,5,4,4,0,2,0,1,10,29.28333333333333,2019-20,1626164,Guard,PHX,20200810,21901292,15,0,True
C. Payne,4,12,0.333,14,2,4,0.5,4,4,1.0,0,6,6,5,1,3,0,0,2,3,32.81666666666667,2019-20,1626166,Guard,PHX,20200810,21901292,22,0,False
C. Diallo,0,1,0.0,2,0,1,0.0,2,2,1.0,1,1,2,0,2,1,0,0,1,1,4.533333333333333,2019-20,1627767,Forward,PHX,20200810,21901292,3,0,False
A. Nader,6,9,0.667,15,2,4,0.5,1,1,1.0,0,1,1,0,2,2,0,0,5,1,25.966666666666665,2019-20,1627846,Forward,OKC,20200810,21901292,-7,0,True
T. Ferguson,1,5,0.2,2,0,2,0.0,0,1,0.0,0,0,0,1,0,0,0,0,3,2,17.083333333333332,2019-20,1628390,Guard,OKC,20200810,21901292,-20,0,False
M. Bridges,6,14,0.429,18,5,8,0.625,1,2,0.5,2,4,6,1,3,1,0,0,3,1,28.966666666666665,2019-20,1628969,Forward,PHX,20200810,21901292,23,0,True
J. Carter,3,3,1.0,8,2,2,1.0,0,0,0.0,3,2,5,5,1,3,2,0,2,0,37.083333333333336,2019-20,1628975,Guard,PHX,20200810,21901292,26,0,False
H. Diallo,4,13,0.308,9,0,3,0.0,1,2,0.5,1,0,1,1,6,2,0,0,4,1,22.7,2019-20,1628977,Guard,OKC,20200810,21901292,-16,0,False
D. Hall,1,4,0.25,3,1,4,0.25,0,0,0.0,0,2,2,3,3,0,0,0,1,2,14.051666666666666,2019-20,1628985,Guard,OKC,20200810,21901292,-2,0,False
K. Hervey,3,6,0.5,8,2,4,0.5,0,0,0.0,0,4,4,3,0,0,1,0,0,0,12.0,2019-20,1628987,Forward,OKC,20200810,21901292,-10,0,False
D. Ayton,5,10,0.5,10,0,0,0.0,0,0,0.0,3,3,6,0,1,0,0,0,3,0,17.083333333333332,2019-20,1629028,Center,PHX,20200810,21901292,22,0,False
D. Burton,0,5,0.0,2,0,0,0.0,2,2,1.0,0,3,3,0,1,0,0,0,3,3,32.075,2019-20,1629126,Guard,OKC,20200810,21901292,-18,0,False
D. Bazley,8,16,0.5,22,2,4,0.5,4,5,0.8,3,7,10,3,1,1,1,4,0,4,34.68333333333333,2019-20,1629647,Forward,OKC,20200810,21901292,-19,1,True
L. Dort,2,8,0.25,8,1,4,0.25,3,3,1.0,1,3,4,1,1,2,0,1,3,2,20.58333333333333,2019-20,1629652,Guard,OKC,20200810,21901292,-8,0,True
T. Jerome,0,3,0.0,0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,1,0,5.266666666666667,2019-20,1629660,Guard,PHX,20200810,21901292,2,0,False
C. Johnson,6,11,0.545,18,4,8,0.5,2,2,1.0,0,4,4,3,1,0,2,0,2,3,32.45,2019-20,1629661,Forward,PHX,20200810,21901292,15,0,True
J. Lecque,0,0,0.0,0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1,0,5.266666666666667,2019-20,1629665,Guard,PHX,20200810,21901292,2,0,False
J. Barea,7,13,0.538,18,2,4,0.5,2,2,1.0,0,2,2,8,2,0,0,0,2,3,26.216666666666665,2019-20,200826,Guard,DAL,20200810,21901293,1,0,True
M. Conley,3,7,0.429,9,3,4,0.75,0,0,0.0,2,0,2,2,1,1,0,0,0,1,16.0,2019-20,201144,Guard,UTA,20200810,21901293,9,0,True
E. Davis,3,4,0.75,7,0,0,0.0,1,2,0.5,2,0,2,1,0,1,0,0,2,3,16.233333333333334,2019-20,202334,Center,UTA,20200810,21901293,-18,0,False
M. Kidd-Gilchrist,0,0,0.0,0,0,0,0.0,0,0,0.0,0,6,6,0,0,0,0,0,1,0,18.031666666666663,2019-20,203077,Forward,DAL,20200810,21901293,21,0,False
R. Gobert,3,5,0.6,9,0,0,0.0,3,4,0.75,2,3,5,3,0,0,1,2,0,4,16.3,2019-20,203497,Center,UTA,20200810,21901293,12,0,True
T. Hardaway Jr.,11,15,0.733,27,3,6,0.5,2,2,1.0,0,3,3,4,0,0,0,1,0,4,34.266666666666666,2019-20,203501,Guard,DAL,20200810,21901293,5,0,True
T. Burke,5,10,0.5,14,2,2,1.0,2,2,1.0,0,1,1,4,3,2,0,1,2,4,23.916666666666668,2019-20,203504,Guard,DAL,20200810,21901293,1,0,False
S. Curry,8,11,0.727,22,4,6,0.667,2,2,1.0,0,1,1,2,1,0,0,1,2,1,29.05,2019-20,203552,Guard,DAL,20200810,21901293,13,0,True
J. Clarkson,6,9,0.667,18,5,7,0.714,1,1,1.0,1,2,3,0,0,0,0,0,2,1,14.1,2019-20,203903,Guard,UTA,20200810,21901293,14,0,True
J. Ingles,3,7,0.429,7,1,5,0.2,0,0,0.0,0,4,4,7,1,1,1,0,2,0,13.166666666666666,2019-20,204060,Forward,UTA,20200810,21901293,13,0,True
E. Mudiay,6,12,0.5,14,2,4,0.5,0,0,0.0,1,3,4,4,4,1,0,0,4,1,26.816666666666663,2019-20,1626144,Guard,UTA,20200810,21901293,-20,0,False
D. Wright,2,4,0.5,4,0,1,0.0,0,2,0.0,1,2,3,2,1,3,0,0,2,1,18.766666666666666,2019-20,1626153,Guard,DAL,20200810,21901293,0,0,False
R. O'Neale,0,4,0.0,0,0,3,0.0,0,0,0.0,1,3,4,2,1,1,0,0,2,0,14.2,2019-20,1626220,Forward,UTA,20200810,21901293,5,0,True
B. Marjanovic,7,11,0.636,20,0,1,0.0,6,6,1.0,1,8,9,2,0,1,2,1,1,3,25.08333333333333,2019-20,1626246,Center,DAL,20200810,21901293,0,0,True
G. Niang,4,5,0.8,13,4,4,1.0,1,2,0.5,0,0,0,1,0,0,0,0,0,2,14.75,2019-20,1627777,Forward,UTA,20200810,21901293,11,0,False
J. Jackson,1,5,0.2,2,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,5,1,24.151666666666667,2019-20,1628382,Forward,DAL,20200810,21901293,-7,0,True
T. Bradley,2,2,1.0,5,1,1,1.0,0,0,0.0,2,3,5,2,0,0,1,0,1,1,15.466666666666669,2019-20,1628396,Center,UTA,20200810,21901293,-2,0,False
M. Kleber,5,9,0.556,11,1,3,0.333,0,0,0.0,0,3,3,3,1,0,1,0,4,2,23.516666666666666,2019-20,1628467,Forward,DAL,20200810,21901293,3,0,False
A. Cleveland,0,3,0.0,0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,1,2,0,3.3666666666666667,2019-20,1628499,Guard,DAL,20200810,21901293,-6,0,False
J. Wright-Foreman,2,5,0.4,7,2,4,0.5,1,2,0.5,0,1,1,3,0,0,0,0,2,1,15.266666666666667,2019-20,1629625,Guard,UTA,20200810,21901293,-23,0,False
M. Oni,2,8,0.25,5,1,5,0.2,0,0,0.0,0,2,2,1,1,0,1,0,3,0,26.65,2019-20,1629671,Guard,UTA,20200810,21901293,-8,0,False
J. Brantley,1,7,0.143,3,1,6,0.167,0,0,0.0,0,3,3,1,3,0,1,0,1,0,22.73333333333333,2019-20,1629714,Forward,UTA,20200810,21901293,-26,0,False
