team,date,matchup,wl,min,pts,team_id,game_id,season,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,bubble,sample
ATL,2019-12-19,ATL vs. UTA,L,240,106,1610612737,0021900416,2019-20,39,90,0.433,11,29,0.379,17,19,0.895,6,34,40,24,8,1,16,27,-5.0,False,False
ATL,2019-12-17,ATL @ NYK,L,240,120,1610612737,0021900403,2019-20,45,99,0.455,15,43,0.349,15,20,0.75,9,27,36,20,7,3,10,21,-23.0,False,False
ATL,2019-12-15,ATL vs. LAL,L,238,96,1610612737,0021900390,2019-20,31,86,0.36,12,42,0.286,22,25,0.88,8,34,42,18,8,5,19,27,-5.0,False,False
ATL,2019-12-13,ATL vs. IND,L,239,100,1610612737,0021900373,2019-20,39,94,0.415,6,28,0.214,16,23,0.696,12,38,50,24,6,4,15,20,-10.0,False,False
ATL,2019-12-11,ATL @ CHI,L,241,102,1610612737,0021900361,2019-20,35,83,0.422,13,38,0.342,19,26,0.731,10,31,41,26,7,5,23,20,-34.0,False,False
ATL,2019-12-10,ATL @ MIA,L,264,121,1610612737,0021900354,2019-20,45,95,0.474,20,54,0.37,11,18,0.611,4,33,37,30,4,6,11,23,-14.0,False,False
ATL,2019-12-08,ATL @ CHA,W,241,122,1610612737,0021900336,2019-20,44,91,0.484,18,45,0.4,16,17,0.941,11,37,48,28,8,8,13,24,15.0,False,False
ATL,2019-12-04,ATL vs. BKN,L,239,118,1610612737,0021900309,2019-20,48,90,0.533,9,26,0.346,13,21,0.619,9,26,35,24,8,9,16,19,-12.0,False,False
ATL,2019-12-02,ATL vs. GSW,W,241,104,1610612737,0021900295,2019-20,41,89,0.461,8,29,0.276,14,15,0.933,11,27,38,21,13,4,14,12,25.0,False,True
ATL,2019-11-30,ATL @ HOU,L,239,111,1610612737,0021900282,2019-20,38,89,0.427,15,46,0.326,20,25,0.8,8,21,29,26,5,2,13,23,-47.0,False,False
ATL,2019-11-29,ATL @ IND,L,266,104,1610612737,0021900272,2019-20,39,90,0.433,9,32,0.281,17,18,0.944,10,38,48,14,10,3,24,27,-1.0,False,False
ATL,2019-11-27,ATL @ MIL,L,239,102,1610612737,0021900261,2019-20,38,94,0.404,11,34,0.324,15,22,0.682,14,35,49,22,4,5,17,25,-9.0,False,False
ATL,2019-11-25,ATL vs. MIN,L,241,113,1610612737,0021900243,2019-20,41,94,0.436,10,32,0.313,21,26,0.808,9,33,42,26,6,4,17,25,-12.0,False,False
ATL,2019-11-23,ATL vs. TOR,L,239,116,1610612737,0021900228,2019-20,47,90,0.522,14,34,0.412,8,11,0.727,8,30,38,32,9,7,15,27,-3.0,False,False
ATL,2019-11-22,ATL @ DET,L,242,103,1610612737,0021900215,2019-20,38,88,0.432,10,37,0.27,17,17,1.0,10,24,34,26,12,2,19,18,-25.0,False,False
ATL,2019-11-20,ATL vs. MIL,L,242,127,1610612737,0021900204,2019-20,44,96,0.458,14,31,0.452,25,31,0.806,9,34,43,27,8,2,13,26,-8.0,False,False
ATL,2019-11-17,ATL @ LAL,L,241,101,1610612737,0021900188,2019-20,37,86,0.43,8,28,0.286,19,25,0.76,9,28,37,16,11,2,18,19,-21.0,False,False
ATL,2019-11-16,ATL @ LAC,L,240,101,1610612737,0021900182,2019-20,34,90,0.378,6,24,0.25,27,37,0.73,14,24,38,19,11,10,19,27,-49.0,False,False
ATL,2019-11-14,ATL @ PHX,L,240,112,1610612737,0021900165,2019-20,40,91,0.44,8,31,0.258,24,30,0.8,15,34,49,25,15,5,22,31,-16.0,False,False
ATL,2019-11-12,ATL @ DEN,W,240,125,1610612737,0021900150,2019-20,44,83,0.53,15,34,0.441,22,34,0.647,10,35,45,30,1,5,14,21,4.0,False,False
ATL,2019-11-10,ATL @ POR,L,265,113,1610612737,0021900138,2019-20,42,104,0.404,11,41,0.268,18,25,0.72,11,37,48,21,11,8,16,26,-11.0,False,False
ATL,2019-11-08,ATL vs. SAC,L,241,109,1610612737,0021900119,2019-20,46,87,0.529,9,28,0.321,8,14,0.571,11,23,34,23,8,6,12,19,-12.0,False,False
ATL,2019-11-06,ATL vs. CHI,L,240,93,1610612737,0021900105,2019-20,30,74,0.405,6,30,0.2,27,35,0.771,6,35,41,18,7,3,24,26,-20.0,False,False
ATL,2019-11-05,ATL vs. SAS,W,240,108,1610612737,0021900099,2019-20,43,90,0.478,11,30,0.367,11,16,0.688,9,39,48,22,9,5,18,20,8.0,False,False
ATL,2019-10-31,ATL vs. MIA,L,238,97,1610612737,0021900066,2019-20,36,88,0.409,7,34,0.206,18,26,0.692,16,34,50,20,5,5,16,15,-9.0,False,False
ATL,2019-10-29,ATL @ MIA,L,240,97,1610612737,0021900052,2019-20,35,83,0.422,11,39,0.282,16,24,0.667,9,24,33,28,14,7,20,29,-15.0,False,False
ATL,2019-10-28,ATL vs. PHI,L,240,103,1610612737,0021900043,2019-20,36,84,0.429,9,27,0.333,22,32,0.688,8,37,45,23,12,3,21,25,2.0,False,False
ATL,2019-10-26,ATL vs. ORL,W,242,103,1610612737,0021900028,2019-20,43,84,0.512,9,30,0.3,8,15,0.533,9,43,52,22,5,9,18,26,4.0,False,False
ATL,2019-10-24,ATL @ DET,W,239,117,1610612737,0021900014,2019-20,44,86,0.512,11,31,0.355,18,21,0.857,8,34,42,27,9,2,13,15,17.0,False,False
CHA,2020-03-11,CHA @ MIA,W,239,109,1610612766,0021900970,2019-20,37,82,0.451,17,34,0.5,18,22,0.818,15,35,50,20,7,4,14,9,11.0,False,False
CHA,2020-03-09,CHA @ ATL,L,289,138,1610612766,0021900957,2019-20,49,104,0.471,19,48,0.396,21,23,0.913,8,27,35,31,9,6,3,22,-5.0,False,False
CHA,2020-03-07,CHA vs. HOU,W,240,108,1610612766,0021900940,2019-20,37,70,0.529,15,32,0.469,19,25,0.76,6,24,30,29,7,1,17,15,9.0,False,False
CHA,2020-03-05,CHA vs. DEN,L,241,112,1610612766,0021900926,2019-20,38,77,0.494,13,33,0.394,23,28,0.821,9,25,34,24,7,2,13,23,-2.0,False,False
CHA,2020-03-03,CHA vs. SAS,L,240,103,1610612766,0021900909,2019-20,39,82,0.476,12,29,0.414,13,18,0.722,14,32,46,25,4,2,17,16,-1.0,False,False
CHA,2020-03-01,CHA vs. MIL,L,239,85,1610612766,0021900895,2019-20,34,96,0.354,8,35,0.229,9,10,0.9,12,35,47,22,7,8,10,18,-8.0,False,False
CHA,2020-02-28,CHA @ TOR,W,240,99,1610612766,0021900879,2019-20,34,78,0.436,13,30,0.433,18,25,0.72,11,47,58,23,3,8,17,22,3.0,False,False
CHA,2020-02-26,CHA vs. NYK,W,240,107,1610612766,0021900864,2019-20,39,83,0.47,10,30,0.333,19,25,0.76,10,27,37,25,7,4,14,19,6.0,False,False
CHA,2020-02-25,CHA @ IND,L,240,80,1610612766,0021900857,2019-20,31,93,0.333,10,33,0.303,8,18,0.444,13,26,39,22,10,1,11,13,-39.0,False,False
CHA,2020-02-22,CHA vs. BKN,L,240,86,1610612766,0021900836,2019-20,31,88,0.352,12,35,0.343,12,21,0.571,9,36,45,22,5,2,12,16,-29.0,False,False
CHA,2020-02-20,CHA @ CHI,W,240,103,1610612766,0021900823,2019-20,35,74,0.473,8,28,0.286,25,29,0.862,9,35,44,22,9,4,17,16,10.0,False,False
CHA,2020-02-12,CHA @ MIN,W,241,115,1610612766,0021900813,2019-20,43,92,0.467,14,34,0.412,15,23,0.652,12,40,52,22,7,4,13,16,7.0,False,False
CHA,2020-02-10,CHA @ DET,W,241,87,1610612766,0021900793,2019-20,33,88,0.375,9,36,0.25,12,14,0.857,13,32,45,19,10,3,10,15,11.0,False,False
CHA,2020-02-08,CHA vs. DAL,L,241,100,1610612766,0021900778,2019-20,38,87,0.437,11,36,0.306,13,18,0.722,12,27,39,15,5,4,10,13,-16.0,False,False
CHA,2020-02-04,CHA @ HOU,L,240,110,1610612766,0021900752,2019-20,39,83,0.47,13,33,0.394,19,24,0.792,12,41,53,22,2,2,17,18,-15.0,False,False
CHA,2020-02-03,CHA vs. ORL,L,240,100,1610612766,0021900741,2019-20,41,89,0.461,9,31,0.29,9,14,0.643,15,31,46,24,8,2,12,16,-12.0,False,False
CHA,2020-02-01,CHA @ SAS,L,241,90,1610612766,0021900734,2019-20,35,83,0.422,10,36,0.278,10,12,0.833,6,31,37,29,5,7,17,18,-24.0,False,False
CHA,2020-01-30,CHA @ WAS,L,239,107,1610612766,0021900715,2019-20,43,99,0.434,9,30,0.3,12,19,0.632,16,22,38,32,9,4,7,24,-14.0,False,False
CHA,2020-01-28,CHA vs. NYK,W,239,97,1610612766,0021900699,2019-20,34,88,0.386,8,32,0.25,21,27,0.778,16,35,51,22,5,4,13,14,5.0,False,False
CHA,2020-01-24,CHA vs. MIL,L,240,103,1610612766,0021900669,2019-20,32,86,0.372,14,39,0.359,25,30,0.833,8,31,39,24,6,3,13,22,-13.0,False,False
CHA,2020-01-20,CHA vs. ORL,L,241,83,1610612766,0021900642,2019-20,29,76,0.382,10,33,0.303,15,20,0.75,9,30,39,21,4,5,18,18,-23.0,False,False
CHA,2020-01-15,CHA @ DEN,L,240,86,1610612766,0021900610,2019-20,33,81,0.407,12,35,0.343,8,14,0.571,9,33,42,28,4,6,14,24,-14.0,False,False
CHA,2020-01-13,CHA @ POR,L,241,112,1610612766,0021900595,2019-20,40,90,0.444,18,38,0.474,14,18,0.778,10,32,42,24,7,3,8,20,-3.0,False,False
CHA,2020-01-12,CHA @ PHX,L,240,92,1610612766,0021900590,2019-20,36,86,0.419,8,35,0.229,12,18,0.667,8,29,37,25,10,3,14,19,-8.0,False,False
CHA,2020-01-10,CHA @ UTA,L,239,92,1610612766,0021900574,2019-20,35,75,0.467,8,26,0.308,14,19,0.737,7,30,37,20,6,3,20,16,-17.0,False,False
CHA,2020-01-08,CHA vs. TOR,L,265,110,1610612766,0021900555,2019-20,38,86,0.442,15,37,0.405,19,26,0.731,13,37,50,30,6,6,17,21,-2.0,False,False
CHA,2020-01-06,CHA vs. IND,L,240,104,1610612766,0021900539,2019-20,37,81,0.457,10,30,0.333,20,22,0.909,8,30,38,21,3,3,11,14,-11.0,False,False
CHA,2020-01-04,CHA @ DAL,W,266,123,1610612766,0021900530,2019-20,42,85,0.494,11,25,0.44,28,31,0.903,16,37,53,27,5,5,17,22,3.0,False,False
CHA,2020-01-02,CHA @ CLE,W,240,109,1610612766,0021900508,2019-20,37,83,0.446,15,38,0.395,20,24,0.833,10,29,39,25,5,0,11,15,3.0,False,False
CHA,2019-12-31,CHA vs. BOS,L,240,92,1610612766,0021900497,2019-20,34,86,0.395,12,34,0.353,12,16,0.75,8,33,41,25,7,4,17,16,-17.0,False,False
CHA,2019-12-29,CHA @ MEM,L,239,104,1610612766,0021900487,2019-20,37,86,0.43,9,31,0.29,21,32,0.656,11,31,42,23,8,4,14,19,-13.0,False,False
CHA,2019-12-27,CHA vs. OKC,L,265,102,1610612766,0021900467,2019-20,42,101,0.416,7,39,0.179,11,18,0.611,17,37,54,26,8,4,15,27,-2.0,False,False
CHA,2019-12-22,CHA @ BOS,L,240,93,1610612766,0021900440,2019-20,33,82,0.402,10,34,0.294,17,23,0.739,2,25,27,26,3,5,3,17,-26.0,False,False
CHA,2019-12-21,CHA vs. UTA,L,241,107,1610612766,0021900430,2019-20,39,85,0.459,12,29,0.414,17,22,0.773,11,25,36,20,13,4,14,25,-7.0,False,False
CHA,2019-12-18,CHA @ CLE,L,242,98,1610612766,0021900407,2019-20,37,91,0.407,13,37,0.351,11,18,0.611,15,20,35,25,12,3,9,20,-2.0,False,False
CHA,2019-12-17,CHA vs. SAC,W,239,110,1610612766,0021900401,2019-20,39,81,0.481,13,30,0.433,19,27,0.704,16,35,51,26,5,8,16,18,8.0,False,False
CHA,2019-12-15,CHA @ IND,L,241,85,1610612766,0021900389,2019-20,28,91,0.308,5,32,0.156,24,35,0.686,17,39,56,18,4,5,10,21,-22.0,False,False
CHA,2019-12-13,CHA @ CHI,W,240,83,1610612766,0021900375,2019-20,30,79,0.38,6,31,0.194,17,21,0.81,11,49,60,21,9,5,20,16,10.0,False,False
CHA,2019-12-11,CHA @ BKN,W,240,113,1610612766,0021900360,2019-20,36,88,0.409,15,35,0.429,26,32,0.813,15,32,47,20,2,6,8,23,5.0,False,False
CHA,2019-12-10,CHA vs. WAS,W,241,114,1610612766,0021900352,2019-20,38,85,0.447,16,41,0.39,22,28,0.786,11,37,48,22,4,4,13,26,7.0,False,True
CHA,2019-12-08,CHA vs. ATL,L,242,107,1610612766,0021900336,2019-20,36,90,0.4,11,31,0.355,24,29,0.828,13,31,44,22,8,3,11,17,-15.0,False,False
CHA,2019-12-06,CHA vs. BKN,L,242,104,1610612766,0021900320,2019-20,36,83,0.434,17,40,0.425,15,17,0.882,10,24,34,23,6,6,19,16,-7.0,False,False
CHA,2019-12-04,CHA vs. GSW,W,241,106,1610612766,0021900306,2019-20,40,87,0.46,21,48,0.438,5,8,0.625,11,33,44,30,11,7,13,20,15.0,False,False
CHA,2019-12-02,CHA vs. PHX,L,240,104,1610612766,0021900293,2019-20,38,84,0.452,7,25,0.28,21,26,0.808,14,39,53,27,4,7,19,23,-5.0,False,False
CHA,2019-11-30,CHA @ MIL,L,241,96,1610612766,0021900283,2019-20,37,101,0.366,15,45,0.333,7,8,0.875,15,38,53,21,4,1,12,18,-41.0,False,False
CHA,2019-11-29,CHA @ DET,W,241,110,1610612766,0021900268,2019-20,40,83,0.482,19,38,0.5,11,15,0.733,11,26,37,26,8,6,10,17,3.0,False,False
CHA,2019-11-27,CHA vs. DET,W,239,102,1610612766,0021900254,2019-20,39,88,0.443,7,30,0.233,17,20,0.85,10,31,41,27,3,7,3,18,1.0,False,False
CHA,2019-11-25,CHA @ MIA,L,240,100,1610612766,0021900245,2019-20,36,87,0.414,9,33,0.273,19,25,0.76,10,25,35,25,11,0,13,24,-17.0,False,False
CHA,2019-11-23,CHA vs. CHI,L,240,115,1610612766,0021900226,2019-20,44,80,0.55,12,28,0.429,15,22,0.682,10,33,43,26,5,7,19,17,-1.0,False,False
CHA,2019-11-22,CHA @ WAS,L,241,118,1610612766,0021900216,2019-20,48,93,0.516,14,34,0.412,8,8,1.0,7,37,44,24,9,5,16,18,-7.0,False,False
CHA,2019-11-20,CHA @ BKN,L,240,91,1610612766,0021900205,2019-20,30,81,0.37,11,33,0.333,20,26,0.769,8,33,41,17,8,3,16,23,-10.0,False,False
CHA,2019-11-18,CHA @ TOR,L,241,96,1610612766,0021900191,2019-20,33,78,0.423,15,45,0.333,15,24,0.625,9,28,37,26,3,8,19,19,-36.0,False,False
CHA,2019-11-16,CHA @ NYK,W,239,103,1610612766,0021900177,2019-20,36,87,0.414,17,48,0.354,14,19,0.737,12,30,42,22,5,3,10,18,1.0,False,False
CHA,2019-11-15,CHA vs. DET,W,240,109,1610612766,0021900167,2019-20,43,96,0.448,13,35,0.371,10,16,0.625,14,27,41,22,10,3,10,17,3.0,False,False
CHA,2019-11-13,CHA vs. MEM,L,240,117,1610612766,0021900154,2019-20,43,87,0.494,16,36,0.444,15,19,0.789,7,27,34,27,8,5,15,12,-2.0,False,False
CHA,2019-11-10,CHA @ PHI,L,241,106,1610612766,0021900134,2019-20,38,84,0.452,14,33,0.424,16,22,0.727,6,25,31,22,9,1,13,19,-8.0,False,False
CHA,2019-11-09,CHA vs. NOP,L,239,110,1610612766,0021900128,2019-20,36,88,0.409,12,35,0.343,26,34,0.765,13,29,42,27,10,2,21,27,-5.0,False,False
CHA,2019-11-07,CHA vs. BOS,L,238,87,1610612766,0021900112,2019-20,33,86,0.384,6,31,0.194,15,21,0.714,9,40,49,21,7,9,20,19,-21.0,False,False
CHA,2019-11-05,CHA vs. IND,W,264,122,1610612766,0021900097,2019-20,42,88,0.477,10,31,0.323,28,42,0.667,10,27,37,22,7,4,13,17,2.0,False,False
CHA,2019-11-02,CHA @ GSW,W,240,93,1610612766,0021900083,2019-20,36,85,0.424,5,29,0.172,16,23,0.696,16,32,48,18,6,1,12,15,6.0,False,False
CHA,2019-10-30,CHA @ SAC,W,241,118,1610612766,0021900064,2019-20,46,84,0.548,16,32,0.5,10,14,0.714,10,36,46,30,8,3,20,17,7.0,False,False
CHA,2019-10-28,CHA @ LAC,L,240,96,1610612766,0021900051,2019-20,36,83,0.434,14,39,0.359,10,14,0.714,9,29,38,24,5,3,21,23,-15.0,False,False
CHA,2019-10-27,CHA @ LAL,L,240,101,1610612766,0021900040,2019-20,35,91,0.385,10,35,0.286,21,23,0.913,13,32,45,19,7,4,14,20,-19.0,False,False
CHA,2019-10-25,CHA vs. MIN,L,241,99,1610612766,0021900018,2019-20,37,84,0.44,12,29,0.414,13,26,0.5,9,33,42,26,6,5,19,29,-22.0,False,False
CHA,2019-10-23,CHA vs. CHI,W,240,126,1610612766,0021900003,2019-20,45,88,0.511,23,44,0.523,13,16,0.813,9,32,41,28,3,4,19,18,1.0,False,False
GSW,2020-03-10,GSW vs. LAC,L,239,107,1610612744,0021900967,2019-20,37,79,0.468,11,38,0.289,22,27,0.815,4,31,35,25,3,0,9,17,-24.0,False,False
GSW,2020-03-07,GSW vs. PHI,W,240,118,1610612744,0021900944,2019-20,44,80,0.55,9,25,0.36,21,28,0.75,7,28,35,30,4,2,7,19,4.0,False,False
GSW,2020-03-05,GSW vs. TOR,L,240,113,1610612744,0021900929,2019-20,40,98,0.408,14,52,0.269,19,25,0.76,14,38,52,34,4,5,15,23,-8.0,False,False
GSW,2020-03-03,GSW @ DEN,W,239,116,1610612744,0021900913,2019-20,42,82,0.512,18,41,0.439,14,22,0.636,5,30,35,31,8,3,11,23,16.0,False,True
GSW,2020-03-01,GSW vs. WAS,L,239,110,1610612744,0021900901,2019-20,42,89,0.472,9,28,0.321,17,24,0.708,18,34,52,25,7,7,21,24,-14.0,False,True
GSW,2020-02-29,GSW @ PHX,W,242,115,1610612744,0021900894,2019-20,41,87,0.471,9,30,0.3,24,32,0.75,13,36,49,30,9,6,10,21,16.0,False,False
GSW,2020-02-27,GSW vs. LAL,L,240,86,1610612744,0021900876,2019-20,34,80,0.425,9,32,0.281,9,10,0.9,5,32,37,27,7,3,26,27,-30.0,False,False
GSW,2020-02-25,GSW vs. SAC,L,241,94,1610612744,0021900863,2019-20,35,79,0.443,4,28,0.143,20,24,0.833,5,29,34,21,7,2,16,25,-18.0,False,False
GSW,2020-02-23,GSW vs. NOP,L,241,101,1610612744,0021900847,2019-20,40,92,0.435,11,35,0.314,10,15,0.667,11,37,48,28,9,7,13,16,-14.0,False,False
GSW,2020-02-20,GSW vs. HOU,L,241,105,1610612744,0021900825,2019-20,44,89,0.494,7,33,0.212,10,12,0.833,13,27,40,26,11,7,21,16,-30.0,False,False
GSW,2020-02-12,GSW @ PHX,L,240,106,1610612744,0021900815,2019-20,39,77,0.506,11,31,0.355,17,19,0.895,4,34,38,27,8,7,22,20,-6.0,False,False
GSW,2020-02-10,GSW vs. MIA,L,240,101,1610612744,0021900800,2019-20,30,77,0.39,11,34,0.324,30,34,0.882,6,34,40,23,8,2,15,21,-12.0,False,False
GSW,2020-02-08,GSW vs. LAL,L,238,120,1610612744,0021900783,2019-20,46,89,0.517,13,32,0.406,15,23,0.652,8,25,33,31,15,6,18,27,-5.0,False,False
GSW,2020-02-05,GSW @ BKN,L,241,88,1610612744,0021900757,2019-20,35,96,0.365,5,39,0.128,13,18,0.722,7,27,34,20,6,7,7,14,-41.0,False,False
GSW,2020-02-03,GSW @ WAS,W,241,125,1610612744,0021900744,2019-20,43,87,0.494,15,30,0.5,24,31,0.774,12,32,44,31,8,6,14,25,8.0,False,False
GSW,2020-02-01,GSW @ CLE,W,242,131,1610612744,0021900730,2019-20,48,90,0.533,18,35,0.514,17,19,0.895,10,34,44,39,11,10,11,16,19.0,False,False
GSW,2020-01-30,GSW @ BOS,L,239,104,1610612744,0021900717,2019-20,33,77,0.429,12,39,0.308,26,30,0.867,3,27,30,24,11,6,16,19,-15.0,False,False
GSW,2020-01-28,GSW @ PHI,L,239,104,1610612744,0021900702,2019-20,37,87,0.425,15,40,0.375,15,21,0.714,6,34,40,29,6,3,13,24,-11.0,False,True
GSW,2020-01-24,GSW vs. IND,L,241,118,1610612744,0021900679,2019-20,40,82,0.488,19,39,0.487,19,23,0.826,7,31,38,31,6,3,20,16,-11.0,False,False
GSW,2020-01-22,GSW vs. UTA,L,241,96,1610612744,0021900665,2019-20,35,88,0.398,6,23,0.261,20,24,0.833,11,26,37,20,5,5,8,23,-33.0,False,False
GSW,2020-01-20,GSW @ POR,L,265,124,1610612744,0021900652,2019-20,48,116,0.414,9,36,0.25,19,22,0.864,19,41,60,30,7,5,9,25,-5.0,False,False
GSW,2020-01-18,GSW vs. ORL,W,241,109,1610612744,0021900634,2019-20,43,94,0.457,12,40,0.3,11,11,1.0,7,37,44,25,9,2,10,13,14.0,False,False
GSW,2020-01-16,GSW vs. DEN,L,265,131,1610612744,0021900617,2019-20,42,95,0.442,20,45,0.444,27,31,0.871,10,32,42,36,12,6,18,20,-3.0,False,False
GSW,2020-01-14,GSW vs. DAL,L,239,97,1610612744,0021900602,2019-20,39,87,0.448,9,32,0.281,10,13,0.769,7,29,36,27,4,1,14,16,-27.0,False,False
GSW,2020-01-12,GSW @ MEM,L,241,102,1610612744,0021900588,2019-20,35,92,0.38,17,34,0.5,15,21,0.714,12,35,47,23,11,6,22,18,-20.0,False,False
GSW,2020-01-10,GSW @ LAC,L,241,100,1610612744,0021900576,2019-20,37,96,0.385,8,39,0.205,18,25,0.72,13,33,46,28,9,1,10,22,-9.0,False,False
GSW,2020-01-08,GSW vs. MIL,L,239,98,1610612744,0021900562,2019-20,33,87,0.379,15,38,0.395,17,20,0.85,12,40,52,29,7,4,18,30,-9.0,False,False
GSW,2020-01-06,GSW @ SAC,L,240,98,1610612744,0021900547,2019-20,34,86,0.395,5,26,0.192,25,32,0.781,10,34,44,19,13,4,17,18,-13.0,False,False
GSW,2020-01-04,GSW vs. DET,L,240,104,1610612744,0021900532,2019-20,33,82,0.402,11,21,0.524,27,32,0.844,11,31,42,26,13,3,14,19,-7.0,False,True
GSW,2020-01-02,GSW @ MIN,L,238,84,1610612744,0021900512,2019-20,33,77,0.429,3,20,0.15,15,21,0.714,7,36,43,20,9,1,16,20,-15.0,False,False
GSW,2019-12-31,GSW @ SAS,L,266,113,1610612744,0021900502,2019-20,44,96,0.458,12,27,0.444,13,18,0.722,9,35,44,31,5,6,8,14,-4.0,False,False
GSW,2019-12-28,GSW vs. DAL,L,240,121,1610612744,0021900482,2019-20,45,93,0.484,18,39,0.462,13,17,0.765,9,33,42,28,4,3,13,19,-20.0,False,False
GSW,2019-12-27,GSW vs. PHX,W,239,105,1610612744,0021900471,2019-20,38,92,0.413,9,27,0.333,20,25,0.8,11,30,41,22,10,5,10,17,9.0,False,False
GSW,2019-12-25,GSW vs. HOU,W,239,116,1610612744,0021900457,2019-20,41,87,0.471,9,28,0.321,25,28,0.893,11,43,54,27,7,8,16,18,12.0,False,False
GSW,2019-12-23,GSW vs. MIN,W,239,113,1610612744,0021900454,2019-20,38,87,0.437,12,30,0.4,25,30,0.833,13,42,55,27,11,6,19,27,9.0,False,False
GSW,2019-12-20,GSW vs. NOP,W,242,106,1610612744,0021900429,2019-20,36,83,0.434,10,33,0.303,24,25,0.96,10,37,47,25,10,4,17,24,4.0,False,False
GSW,2019-12-18,GSW @ POR,L,240,112,1610612744,0021900415,2019-20,41,103,0.398,16,38,0.421,14,23,0.609,17,33,50,24,7,7,8,23,-10.0,False,False
GSW,2019-12-15,GSW vs. SAC,L,240,79,1610612744,0021900393,2019-20,30,76,0.395,6,25,0.24,13,18,0.722,7,18,25,24,14,1,20,17,-21.0,False,False
GSW,2019-12-13,GSW @ UTA,L,240,106,1610612744,0021900379,2019-20,41,91,0.451,9,29,0.31,15,22,0.682,14,34,48,19,9,7,12,26,-8.0,False,False
GSW,2019-12-11,GSW vs. NYK,L,264,122,1610612744,0021900366,2019-20,45,104,0.433,10,37,0.27,22,30,0.733,14,32,46,27,10,6,8,25,-2.0,False,False
GSW,2019-12-09,GSW vs. MEM,L,239,102,1610612744,0021900351,2019-20,35,93,0.376,11,27,0.407,21,25,0.84,10,36,46,23,10,6,15,21,-8.0,False,False
GSW,2019-12-06,GSW @ CHI,W,240,100,1610612744,0021900325,2019-20,38,71,0.535,9,24,0.375,15,22,0.682,6,33,39,24,9,4,19,19,2.0,False,False
GSW,2019-12-04,GSW @ CHA,L,240,91,1610612744,0021900306,2019-20,36,78,0.462,9,23,0.391,10,15,0.667,6,31,37,18,7,3,16,12,-15.0,False,False
GSW,2019-12-02,GSW @ ATL,L,241,79,1610612744,0021900295,2019-20,33,83,0.398,3,17,0.176,10,12,0.833,18,28,46,17,11,8,23,20,-25.0,False,True
GSW,2019-12-01,GSW @ ORL,L,240,96,1610612744,0021900290,2019-20,36,91,0.396,6,23,0.261,18,23,0.783,15,31,46,21,6,5,10,17,-4.0,False,False
GSW,2019-11-29,GSW @ MIA,L,239,105,1610612744,0021900273,2019-20,30,77,0.39,10,28,0.357,35,40,0.875,5,26,31,19,4,3,9,23,-17.0,False,False
GSW,2019-11-27,GSW vs. CHI,W,240,104,1610612744,0021900266,2019-20,37,81,0.457,11,29,0.379,19,26,0.731,13,41,54,31,12,9,20,17,14.0,False,False
GSW,2019-11-25,GSW vs. OKC,L,239,97,1610612744,0021900250,2019-20,37,89,0.416,9,20,0.45,14,16,0.875,9,32,41,27,10,7,12,17,-3.0,False,False
GSW,2019-11-22,GSW @ UTA,L,240,109,1610612744,0021900223,2019-20,43,94,0.457,12,28,0.429,11,12,0.917,6,31,37,28,11,3,8,18,-4.0,False,False
GSW,2019-11-20,GSW @ DAL,L,239,94,1610612744,0021900208,2019-20,35,90,0.389,8,27,0.296,16,25,0.64,9,25,34,18,7,5,9,16,-48.0,False,False
GSW,2019-11-19,GSW @ MEM,W,241,114,1610612744,0021900198,2019-20,43,90,0.478,9,29,0.31,19,22,0.864,11,40,51,33,5,10,14,24,19.0,False,False
GSW,2019-11-17,GSW @ NOP,L,241,100,1610612744,0021900187,2019-20,37,91,0.407,7,25,0.28,19,23,0.826,9,34,43,23,7,3,10,19,-8.0,False,False
GSW,2019-11-15,GSW vs. BOS,L,241,100,1610612744,0021900173,2019-20,34,82,0.415,5,28,0.179,27,34,0.794,12,43,55,17,8,4,19,19,-5.0,False,False
GSW,2019-11-13,GSW @ LAL,L,241,94,1610612744,0021900159,2019-20,36,89,0.404,9,35,0.257,13,17,0.765,10,23,33,29,8,7,17,14,-26.0,False,False
GSW,2019-11-11,GSW vs. UTA,L,240,108,1610612744,0021900144,2019-20,45,94,0.479,10,31,0.323,8,14,0.571,8,36,44,23,8,2,10,24,-14.0,False,False
GSW,2019-11-09,GSW @ OKC,L,239,108,1610612744,0021900131,2019-20,42,85,0.494,7,22,0.318,17,17,1.0,6,28,34,22,9,6,15,18,-6.0,False,False
GSW,2019-11-08,GSW @ MIN,L,265,119,1610612744,0021900120,2019-20,43,103,0.417,10,35,0.286,23,24,0.958,13,36,49,18,12,9,20,26,-6.0,False,False
GSW,2019-11-06,GSW @ HOU,L,241,112,1610612744,0021900107,2019-20,38,96,0.396,13,33,0.394,23,28,0.821,16,35,51,22,7,1,10,12,-17.0,False,False
GSW,2019-11-04,GSW vs. POR,W,241,127,1610612744,0021900096,2019-20,42,86,0.488,10,26,0.385,33,36,0.917,8,39,47,28,4,4,10,17,9.0,False,False
GSW,2019-11-02,GSW vs. CHA,L,241,87,1610612744,0021900083,2019-20,34,77,0.442,9,28,0.321,10,13,0.769,5,35,40,23,5,5,18,22,-6.0,False,False
